timestamp,home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,new_device,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud,hour,day_of_week,is_weekend,late_night_hours,amount_high,high_ip_risk,low_device_trust,new_account,very_new_account,velocity_spike
2022-10-05 13:34:02.468549+00:00,US,USD,INR,Atm,87.81,87.81,2.4,True,US,False,0.151,standard,147,0.401,0.391,0,1,0.0,0,13,2,0,0,0,0,1,0,0,0
2022-10-05 15:32:41.468549+00:00,US,USD,CAD,Web,9991.85,9991.85,151.39,False,US,False,0.423,enhanced,257,0.894,0.257,0,0,0.0,0,15,2,0,0,1,0,0,0,0,0
2022-10-05 17:13:30.468549+00:00,US,USD,GBP,Mobile,309.39,309.39,5.54,False,US,False,0.329,standard,1016,0.944,0.247,0,0,0.0,0,17,2,0,0,0,0,0,0,0,0
2022-10-05 19:41:37.468549+00:00,US,USD,MXN,Web,260.49,260.49,4.85,False,US,False,0.316,enhanced,367,0.939,0.176,0,0,0.2,0,19,2,0,0,0,0,0,0,0,0
2022-10-05 22:10:20.468549+00:00,US,USD,GBP,Mobile,87.5,87.5,2.31,True,US,False,0.24,standard,1018,0.784,0.087,0,0,0.0,0,22,2,0,0,0,0,0,0,0,0
2022-10-06 01:21:47.468549+00:00,US,USD,NGN,Mobile,254.76,254.76,4.75,False,UK,True,0.448,standard,298,0.336,0.166,0,0,0.25,0,1,3,0,0,0,0,1,0,0,0
2022-10-06 04:25:15.468549+00:00,US,USD,CAD,Mobile,326.05,326.05,5.85,False,US,False,0.066,standard,263,0.522,0.223,0,0,0.0,0,4,3,0,1,0,0,0,0,0,0
2022-10-06 07:10:30.468549+00:00,CA,CAD,NGN,Atm,293.42,217.13,5.81,True,CA,False,0.366,standard,853,0.68,0.29,0,0,0.0,0,7,3,0,1,0,0,0,0,0,0
2022-10-06 07:38:34.468549+00:00,US,USD,NGN,Web,208.25,208.25,4.3,False,CA,True,0.29,enhanced,367,0.939,0.176,0,0,0.25,0,7,3,0,1,0,0,0,0,0,0
2022-10-06 07:40:57.468549+00:00,US,USD,NGN,Web,121.71,121.71,3.06,True,US,False,0.15,standard,298,0.186,0.166,0,0,0.25,0,7,3,0,1,0,0,1,0,0,0
2022-10-06 08:10:10.468549+00:00,US,USD,GBP,Mobile,39.5,39.5,1.3,False,US,False,0.291,standard,1018,0.934,0.087,0,0,0.0,0,8,3,0,1,0,0,0,0,0,0
2022-10-06 09:34:57.468549+00:00,US,USD,USD,Mobile,121.06,121.06,3.04,False,US,False,0.163,standard,147,0.551,0.391,0,0,0.0,0,9,3,0,0,0,0,0,0,0,0
2022-10-06 10:06:36.468549+00:00,US,USD,CAD,Mobile,204.53,204.53,4.61,False,US,False,0.194,standard,263,0.522,0.223,0,0,0.0,0,10,3,0,0,0,0,0,0,0,0
2022-10-06 11:15:12.468549+00:00,CA,CAD,CNY,Web,76.26,56.43,3.89,False,CA,False,0.424,standard,1041,0.867,0.245,0,0,0.0,0,11,3,0,0,0,0,0,0,0,0
2022-10-06 18:00:46.468549+00:00,CA,CAD,MXN,Mobile,149.15,110.37,3.63,False,CA,False,0.554,standard,366,0.662,0.225,0,0,0.0,0,18,3,0,0,0,0,0,0,0,0
2022-10-06 19:02:12.468549+00:00,US,USD,GBP,Web,46.16,46.16,1.0,False,US,False,0.41,standard,1018,0.934,0.087,0,0,0.0,0,19,3,0,0,0,0,0,0,0,0
2022-10-06 19:48:22.468549+00:00,US,USD,NGN,Mobile,97.81,97.81,3.11,False,US,False,0.647,standard,147,0.551,0.391,0,0,0.25,0,19,3,0,0,0,0,0,0,0,0
2022-10-07 00:53:02.468549+00:00,US,USD,CAD,Mobile,150.59,150.59,3.38,False,CA,True,0.27,standard,1016,0.944,0.247,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0
2022-10-07 08:31:21.468549+00:00,US,USD,USD,Mobile,232.66,232.66,4.31,False,US,False,0.271,standard,263,0.522,0.223,0,0,0.0,0,8,4,0,1,0,0,0,0,0,0
2022-10-07 08:48:11.468549+00:00,US,USD,GBP,Atm,91.61,91.61,1.63,False,US,False,0.537,standard,263,0.522,0.223,0,0,0.0,0,8,4,0,1,0,0,0,0,0,0
2022-10-07 09:07:42.468549+00:00,US,USD,USD,Mobile,61.27,61.27,1.79,False,US,False,0.223,enhanced,367,0.939,0.176,0,0,0.0,0,9,4,0,0,0,0,0,0,0,0
2022-10-07 10:10:25.468549+00:00,CA,CAD,CNY,Web,146.2,108.19,2.67,False,CA,False,0.258,standard,172,0.881,0.199,0,0,0.0,0,10,4,0,0,0,0,0,0,0,0
2022-10-07 11:46:35.468549+00:00,UK,GBP,GBP,Mobile,291.49,364.36,4.34,False,UK,False,0.064,standard,4,0.892,0.407,0,0,0.0,0,11,4,0,0,0,0,0,0,1,0
2022-10-07 15:52:25.468549+00:00,US,USD,EUR,Mobile,307.68,307.68,5.25,False,US,False,0.931,standard,263,0.522,0.223,0,0,0.0,0,15,4,0,0,0,1,0,0,0,0
2022-10-07 16:33:27.468549+00:00,UK,GBP,PHP,Web,93.99,117.49,2.15,False,UK,False,0.197,standard,4,0.892,0.407,0,0,0.0,0,16,4,0,0,0,0,0,0,1,0
2022-10-08 00:05:48.468549+00:00,UK,GBP,EUR,Mobile,126.01,157.51,3.4,False,UK,False,0.483,standard,4,0.892,0.407,0,0,0.05,0,0,5,1,0,0,0,0,0,1,0
2022-10-08 01:50:06.468549+00:00,CA,CAD,GBP,Atm,115.49,85.46,3.2,False,CA,False,0.392,standard,853,0.83,0.29,0,0,0.0,0,1,5,1,0,0,0,0,0,0,0
2022-10-08 03:10:02.468549+00:00,UK,GBP,USD,Web,46.51,58.14,1.72,False,UK,False,0.368,standard,4,0.892,0.407,0,1,0.0,0,3,5,1,1,0,0,0,0,1,0
2022-10-08 07:56:33.468549+00:00,US,USD,EUR,Mobile,179.75,179.75,3.7,False,US,False,0.169,standard,1016,0.944,0.247,0,0,0.0,0,7,5,1,1,0,0,0,0,0,0
2022-10-08 08:19:24.468549+00:00,US,USD,USD,Web,254.28,254.28,4.22,True,US,False,0.378,standard,1018,0.784,0.087,0,0,0.0,0,8,5,1,1,0,0,0,0,0,0
2022-10-08 13:33:03.468549+00:00,US,USD,USD,Mobile,102.54,102.54,2.65,False,UK,True,0.478,enhanced,367,0.939,0.176,0,0,0.0,0,13,5,1,0,0,0,0,0,0,0
2022-10-08 14:19:34.468549+00:00,UK,GBP,EUR,Web,146.41,183.02,3.23,False,US,True,0.336,standard,4,0.892,0.407,0,0,0.05,1,14,5,1,0,0,0,0,0,1,0
2022-10-08 15:47:11.468549+00:00,US,USD,CNY,Mobile,400.46,400.46,6.69,False,US,False,0.199,standard,147,0.551,0.391,0,1,0.0,0,15,5,1,0,0,0,0,0,0,0
2022-10-08 16:11:22.468549+00:00,US,USD,PHP,Mobile,240.72,240.72,4.18,False,US,False,0.289,standard,147,0.551,0.391,0,0,0.1,0,16,5,1,0,0,0,0,0,0,0
2022-10-08 22:50:04.468549+00:00,UK,GBP,CAD,Web,93.5,116.87,3.36,False,UK,False,0.42,standard,4,0.892,0.407,0,0,0.0,0,22,5,1,0,0,0,0,0,1,0
2022-10-09 12:35:28.468549+00:00,US,USD,EUR,Mobile,1071.92,1071.92,17.53,False,US,False,0.228,standard,298,0.336,0.166,0,0,0.0,0,12,6,1,0,1,0,1,0,0,0
2022-10-09 13:13:09.468549+00:00,CA,CAD,CNY,Web,9997.3,7398.0,151.89,False,CA,False,0.108,enhanced,63,0.853,0.13,0,0,0.0,0,13,6,1,0,1,0,0,1,0,0
2022-10-09 13:43:14.468549+00:00,CA,CAD,USD,Web,314.46,232.7,5.88,False,CA,False,0.583,standard,947,0.625,0.268,0,0,0.0,0,13,6,1,0,0,0,0,0,0,0
2022-10-09 14:04:43.468549+00:00,UK,GBP,GBP,Mobile,925.39,1156.74,14.22,False,UK,False,0.267,standard,4,0.892,0.407,0,0,0.0,0,14,6,1,0,1,0,0,0,1,0
2022-10-09 18:22:26.468549+00:00,CA,CAD,PHP,Web,115.25,85.28,3.0,False,CA,False,0.468,low,615,0.515,0.355,0,0,0.0,0,18,6,1,0,0,0,0,0,0,0
2022-10-09 20:21:25.468549+00:00,US,USD,GBP,Mobile,152.75,152.75,3.35,False,US,False,0.328,standard,263,0.522,0.223,5,5,0.0,0,20,6,1,0,0,0,0,0,0,1
2022-10-10 08:15:05.468549+00:00,US,USD,USD,Web,71.62,71.62,2.69,False,US,False,0.129,standard,1016,0.944,0.247,0,0,0.0,0,8,0,0,1,0,0,0,0,0,0
2022-10-10 09:26:44.468549+00:00,US,USD,NGN,Mobile,509.65,509.65,9.13,False,US,False,0.504,standard,147,0.551,0.391,0,0,0.25,0,9,0,0,0,1,0,0,0,0,0
2022-10-10 20:33:00.468549+00:00,UK,GBP,CAD,Atm,111.18,138.97,2.66,True,UK,False,0.327,standard,4,0.742,0.407,0,0,0.0,0,20,0,0,0,0,0,0,0,1,0
2022-10-11 01:41:19.468549+00:00,UK,GBP,MXN,Mobile,499.76,624.7,7.42,False,UK,False,0.31,standard,4,0.892,0.407,7,7,0.0,0,1,1,0,0,1,0,0,0,1,1
2022-10-11 05:06:23.468549+00:00,US,USD,CAD,Web,442.22,442.22,7.36,False,US,False,0.395,standard,830,0.799,0.102,0,0,0.0,0,5,1,0,1,0,0,0,0,0,0
2022-10-11 05:25:12.468549+00:00,US,USD,EUR,Web,158.26,158.26,2.85,False,US,False,0.568,standard,263,0.522,0.223,0,0,0.0,0,5,1,0,1,0,0,0,0,0,0
2022-10-11 06:00:55.468549+00:00,UK,GBP,EUR,Mobile,168.22,210.28,3.54,True,UK,False,0.973,standard,4,0.742,0.407,0,0,0.05,0,6,1,0,1,0,1,0,0,1,0
2022-10-11 07:05:00.468549+00:00,US,USD,CNY,Mobile,147.9,147.9,2.07,False,US,False,0.394,standard,263,0.522,0.223,0,0,0.0,0,7,1,0,1,0,0,0,0,0,0
2022-10-11 08:50:19.468549+00:00,US,USD,GBP,Mobile,42.13,42.13,2.02,False,US,False,0.2,standard,1016,0.944,0.247,0,0,0.0,0,8,1,0,1,0,0,0,0,0,0
2022-10-11 12:43:29.468549+00:00,US,USD,INR,Mobile,144.6,144.6,3.6,False,US,False,0.235,standard,1018,0.934,0.087,0,0,0.0,0,12,1,0,0,0,0,0,0,0,0
2023-01-14 15:40:15.468549+00:00,CA,CAD,CNY,Mobile,300.19,222.14,5.1,False,CA,False,0.599,low,615,0.515,0.355,0,0,0.0,0,15,5,1,0,0,0,0,0,0,0
2022-10-11 16:07:45.468549+00:00,US,USD,PHP,Web,103.83,103.83,1.67,False,US,False,0.341,standard,298,0.336,0.166,0,0,0.1,0,16,1,0,0,0,0,1,0,0,0
2022-10-11 16:15:46.468549+00:00,US,USD,CAD,Mobile,117.63,117.63,3.7,False,US,False,0.269,standard,298,0.336,0.166,0,0,0.0,0,16,1,0,0,0,0,1,0,0,0
2022-10-11 16:18:27.468549+00:00,CA,CAD,GBP,Web,232.19,171.82,4.54,False,CA,False,0.194,standard,564,0.658,0.4,0,0,0.0,0,16,1,0,0,0,0,0,0,0,0
2022-10-11 16:53:00.468549+00:00,US,USD,GBP,Mobile,183.95,183.95,3.2,False,US,False,0.137,enhanced,367,0.939,0.176,0,0,0.0,0,16,1,0,0,0,0,0,0,0,0
2022-10-11 22:21:22.468549+00:00,US,USD,USD,Atm,125.6,125.6,3.24,False,US,False,0.422,enhanced,257,0.894,0.257,0,0,0.0,0,22,1,0,0,0,0,0,0,0,0
2022-10-11 23:39:22.468549+00:00,US,USD,PHP,Mobile,147.99,147.99,3.82,False,CA,True,0.416,enhanced,257,0.894,0.257,0,0,0.1,0,23,1,0,0,0,0,0,0,0,0
2022-10-12 03:49:06.468549+00:00,UK,GBP,PHP,Web,193.57,241.96,3.76,True,UK,False,0.366,standard,4,0.742,0.407,0,0,0.0,0,3,2,0,1,0,0,0,0,1,0
2022-10-12 04:11:47.468549+00:00,US,USD,CNY,Web,57.84,57.84,2.75,True,US,False,0.337,enhanced,257,0.744,0.257,0,1,0.0,0,4,2,0,1,0,0,0,0,0,0
2022-10-12 09:27:22.468549+00:00,US,USD,MXN,Atm,55.96,55.96,1.7,False,US,False,0.254,standard,830,0.799,0.102,0,0,0.2,0,9,2,0,0,0,0,0,0,0,0
2022-10-12 14:25:16.468549+00:00,CA,CAD,GBP,Web,72.1,53.35,1.14,False,CA,False,0.236,low,615,0.515,0.355,0,0,0.0,0,14,2,0,0,0,0,0,0,0,0
2022-10-12 15:36:15.468549+00:00,US,USD,CNY,Mobile,121.49,121.49,2.31,False,US,False,0.413,standard,147,0.551,0.391,0,0,0.0,0,15,2,0,0,0,0,0,0,0,0
2022-10-13 00:56:51.468549+00:00,US,USD,PHP,Web,238.54,238.54,5.12,False,UK,True,0.417,low,616,0.702,0.361,0,0,0.1,0,0,3,0,0,0,0,0,0,0,0
2022-10-13 03:17:46.468549+00:00,US,USD,CNY,Atm,385.27,385.27,7.05,False,US,False,0.458,enhanced,367,0.939,0.176,0,0,0.0,0,3,3,0,1,0,0,0,0,0,0
2022-10-13 04:26:51.468549+00:00,US,USD,EUR,Mobile,92.88,92.88,1.62,False,US,False,0.148,standard,298,0.336,0.166,0,0,0.0,0,4,3,0,1,0,0,1,0,0,0
2022-10-13 19:43:56.468549+00:00,US,USD,CAD,Web,191.16,191.16,3.9,False,US,False,0.529,low,415,0.568,0.304,0,0,0.0,0,19,3,0,0,0,0,0,0,0,0
2022-10-14 05:25:12.468549+00:00,CA,CAD,INR,Mobile,113.48,83.97,1.99,False,CA,False,0.147,low,824,0.607,0.282,0,0,0.12,0,5,4,0,1,0,0,0,0,0,0
2022-10-14 06:50:13.468549+00:00,US,USD,PHP,Mobile,17.54,17.54,1.04,False,US,False,0.195,standard,263,0.522,0.223,0,0,0.1,0,6,4,0,1,0,0,0,0,0,0
2022-10-14 11:22:29.468549+00:00,US,USD,PHP,Mobile,9993.4,9993.4,150.43,False,US,False,0.205,standard,298,0.336,0.166,0,0,0.1,0,11,4,0,0,1,0,1,0,0,0
2022-10-14 17:11:59.468549+00:00,UK,GBP,GBP,Mobile,155.05,193.81,3.33,False,UK,False,0.402,standard,4,0.892,0.407,0,0,0.0,0,17,4,0,0,0,0,0,0,1,0
2022-10-14 18:30:45.468549+00:00,US,USD,INR,Mobile,1218.1,1218.1,19.59,False,US,False,0.516,low,616,0.702,0.361,0,0,0.0,0,18,4,0,0,1,0,0,0,0,0
2022-10-14 21:02:33.468549+00:00,US,USD,PHP,Web,90.3,90.3,2.01,False,US,False,0.255,enhanced,367,0.939,0.176,0,1,0.1,0,21,4,0,0,0,0,0,0,0,0
2022-10-15 04:49:20.468549+00:00,CA,CAD,CNY,Web,506.98,375.17,8.93,False,CA,False,0.303,standard,272,0.792,0.048,0,0,0.0,1,4,5,1,1,0,0,0,0,0,0
2022-10-15 07:24:15.468549+00:00,US,USD,USD,Mobile,246.2,246.2,3.7,False,US,False,0.669,standard,263,0.522,0.223,0,0,0.0,0,7,5,1,1,0,0,0,0,0,0
2022-10-15 08:10:39.468549+00:00,US,USD,NGN,Web,33.26,33.26,1.52,False,US,False,0.222,standard,1016,0.944,0.247,0,0,0.25,0,8,5,1,1,0,0,0,0,0,0
2022-10-15 08:37:45.468549+00:00,US,USD,PHP,Mobile,176.05,176.05,3.88,False,US,False,0.359,enhanced,367,0.939,0.176,0,0,0.1,0,8,5,1,1,0,0,0,0,0,0
2022-10-15 15:19:05.468549+00:00,US,USD,USD,Web,43.66,43.66,1.68,False,US,False,0.392,standard,263,0.522,0.223,0,0,0.0,0,15,5,1,0,0,0,0,0,0,0
2022-10-15 18:00:28.468549+00:00,US,USD,USD,Web,208.98,208.98,5.02,False,US,False,0.253,standard,298,0.336,0.166,0,0,0.0,0,18,5,1,0,0,0,1,0,0,0
2022-10-15 18:10:07.468549+00:00,US,USD,CAD,Web,75.74,75.74,2.78,True,US,False,0.159,standard,263,0.372,0.223,0,0,0.0,0,18,5,1,0,0,0,1,0,0,0
2022-10-15 18:35:54.468549+00:00,US,USD,PHP,Mobile,766.16,766.16,12.43,True,CA,True,0.379,enhanced,257,0.744,0.257,0,0,0.1,0,18,5,1,0,1,0,0,0,0,0
2022-10-15 18:38:34.468549+00:00,UK,GBP,GBP,Web,224.27,280.34,5.04,False,UK,False,0.94,low,454,0.71,0.238,3,3,0.0,0,18,5,1,0,0,1,0,0,0,1
2022-10-15 20:55:07.468549+00:00,US,USD,MXN,Mobile,86.49,86.49,1.56,False,US,False,0.518,standard,298,0.336,0.166,0,0,0.2,0,20,5,1,0,0,0,1,0,0,0
2022-10-15 21:01:24.468549+00:00,US,USD,GBP,Mobile,110.58,110.58,2.57,False,US,False,0.076,standard,298,0.336,0.166,0,0,0.0,0,21,5,1,0,0,0,1,0,0,0
2022-10-16 00:40:06.468549+00:00,US,USD,EUR,Web,22.9,22.9,1.21,False,US,False,0.062,standard,263,0.522,0.223,0,0,0.0,0,0,6,1,0,0,0,0,0,0,0
2022-10-16 02:27:18.468549+00:00,US,USD,PHP,Mobile,260.98,260.98,5.08,False,US,False,0.056,standard,298,0.336,0.166,0,0,0.1,0,2,6,1,0,0,0,1,0,0,0
2022-10-16 02:33:56.468549+00:00,CA,CAD,NGN,Mobile,224.97,166.48,4.64,False,CA,False,0.204,standard,385,0.75,0.229,0,0,0.0,0,2,6,1,0,0,0,0,0,0,0
2022-10-16 11:57:29.468549+00:00,US,USD,CAD,Mobile,137.33,137.33,3.38,False,US,False,0.396,enhanced,661,0.92,0.259,0,0,0.0,0,11,6,1,0,0,0,0,0,0,0
2022-10-16 13:54:37.468549+00:00,CA,CAD,INR,Atm,151.84,112.36,2.92,False,CA,False,0.361,standard,725,0.824,0.212,0,0,0.12,0,13,6,1,0,0,0,0,0,0,0
2022-10-16 14:27:51.468549+00:00,CA,CAD,CAD,Web,54.01,39.97,1.97,False,CA,False,0.607,low,615,0.515,0.355,0,0,0.0,0,14,6,1,0,0,0,0,0,0,0
2022-10-16 21:28:49.468549+00:00,US,USD,PHP,Atm,49.11,49.11,2.3,True,US,False,0.219,standard,1016,0.794,0.247,0,0,0.1,0,21,6,1,0,0,0,0,0,0,0
2022-10-16 22:54:38.468549+00:00,US,USD,MXN,Web,106.0,106.0,2.98,False,US,False,0.538,standard,147,0.551,0.391,0,0,0.2,0,22,6,1,0,0,0,0,0,0,0
2022-10-17 01:10:14.468549+00:00,UK,GBP,CNY,Atm,44.2,55.25,1.28,False,US,True,0.426,standard,4,0.892,0.407,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0
2022-10-17 03:43:01.468549+00:00,US,USD,PHP,Mobile,445.23,445.23,7.77,False,US,False,0.279,standard,298,0.336,0.166,0,0,0.1,0,3,0,0,1,0,0,1,0,0,0
2022-10-17 04:09:23.468549+00:00,US,USD,EUR,Mobile,182.78,182.78,3.95,False,US,False,0.672,enhanced,367,0.939,0.176,0,0,0.0,0,4,0,0,1,0,0,0,0,0,0
2022-10-17 05:52:59.468549+00:00,UK,GBP,PHP,Mobile,137.67,172.08,3.03,False,UK,False,0.295,standard,4,0.892,0.407,0,0,0.0,0,5,0,0,1,0,0,0,0,1,0
2022-10-17 06:00:01.468549+00:00,US,USD,INR,Mobile,350.66,350.66,5.96,False,US,False,0.18,standard,147,0.551,0.391,0,0,0.0,0,6,0,0,1,0,0,0,0,0,0
2022-10-17 06:23:57.468549+00:00,UK,GBP,PHP,Mobile,1233.87,1542.34,19.43,False,UK,False,0.353,standard,4,0.892,0.407,0,0,0.0,0,6,0,0,1,1,0,0,0,1,0
2022-10-17 08:07:36.468549+00:00,US,USD,CAD,Mobile,150.01,150.01,3.28,False,US,False,0.321,standard,263,0.522,0.223,0,0,0.0,0,8,0,0,1,0,0,0,0,0,0
2022-10-17 11:48:20.468549+00:00,US,USD,CAD,Mobile,180.94,180.94,4.13,True,US,False,0.256,standard,298,0.186,0.166,0,0,0.0,0,11,0,0,0,0,0,1,0,0,0
2022-10-17 12:52:01.468549+00:00,US,USD,USD,Mobile,60.84,60.84,1.63,False,US,False,0.265,standard,298,0.336,0.166,0,0,0.0,0,12,0,0,0,0,0,1,0,0,0
2022-10-17 13:08:29.468549+00:00,US,USD,CNY,Mobile,293.31,293.31,4.71,False,US,False,0.116,enhanced,367,0.939,0.176,0,0,0.0,0,13,0,0,0,0,0,0,0,0,0
2022-10-17 19:30:00.468549+00:00,US,USD,USD,Web,155.98,155.98,2.53,False,US,False,0.286,standard,298,0.336,0.166,0,0,0.0,0,19,0,0,0,0,0,1,0,0,0
2022-10-17 22:30:04.468549+00:00,CA,CAD,NGN,Mobile,227.02,168.0,5.53,False,CA,False,0.328,standard,947,0.625,0.268,0,0,0.0,0,22,0,0,0,0,0,0,0,0,0
2022-10-17 22:38:17.468549+00:00,US,USD,GBP,Mobile,188.31,188.31,3.59,False,US,False,0.512,enhanced,367,0.939,0.176,0,0,0.0,0,22,0,0,0,0,0,0,0,0,0
2022-10-18 00:52:37.468549+00:00,US,USD,CAD,Mobile,735.01,735.01,11.92,False,US,False,0.458,standard,147,0.551,0.391,0,1,0.0,0,0,1,0,0,1,0,0,0,0,0
2022-10-18 02:48:08.468549+00:00,US,USD,INR,Mobile,49.44,49.44,1.05,False,US,False,0.406,standard,263,0.522,0.223,0,0,0.0,0,2,1,0,0,0,0,0,0,0,0
2022-10-18 06:17:41.468549+00:00,UK,GBP,CAD,Mobile,70.98,88.72,2.69,False,UK,False,0.142,standard,4,0.892,0.407,0,0,0.0,0,6,1,0,1,0,0,0,0,1,0
2022-10-18 11:13:56.468549+00:00,US,USD,PHP,Web,82.83,82.83,2.46,False,US,False,0.329,standard,34,0.427,0.068,0,0,0.1,0,11,1,0,0,0,0,1,1,0,0
2022-10-18 13:15:13.468549+00:00,UK,GBP,PHP,Web,158.26,197.82,3.48,False,UK,False,0.451,standard,718,0.953,0.169,0,2,0.0,0,13,1,0,0,0,0,0,0,0,0
2022-10-18 15:12:16.468549+00:00,UK,GBP,INR,Mobile,181.04,226.3,4.32,False,UK,False,0.677,standard,4,0.892,0.407,0,1,0.0,0,15,1,0,0,0,0,0,0,1,0
2022-10-18 15:47:58.468549+00:00,US,USD,GBP,Atm,100.06,100.06,2.84,False,US,False,0.402,enhanced,257,0.894,0.257,0,0,0.0,0,15,1,0,0,0,0,0,0,0,0
2022-10-18 19:00:55.468549+00:00,UK,GBP,INR,Mobile,132.77,165.96,2.32,False,UK,False,0.267,standard,4,0.892,0.407,0,0,0.0,0,19,1,0,0,0,0,0,0,1,0
2022-10-18 20:45:22.468549+00:00,US,USD,PHP,Web,164.91,164.91,2.36,False,US,False,0.389,standard,1018,0.934,0.087,0,2,0.1,0,20,1,0,0,0,0,0,0,0,0
2022-10-18 22:24:00.468549+00:00,US,USD,INR,Mobile,66.54,66.54,2.32,False,US,False,0.075,standard,298,0.336,0.166,0,0,0.0,0,22,1,0,0,0,0,1,0,0,0
2022-10-19 00:18:34.468549+00:00,US,USD,PHP,Web,269.05,269.05,5.72,False,US,False,0.08,standard,805,0.6,0.21,0,0,0.1,0,0,2,0,0,0,0,0,0,0,0
2022-10-19 01:17:57.468549+00:00,US,USD,PHP,Mobile,97.95,97.95,1.41,True,CA,True,0.67,standard,147,0.401,0.391,0,0,0.1,0,1,2,0,0,0,0,1,0,0,0
2022-10-19 07:49:25.468549+00:00,US,USD,GBP,Atm,38.97,38.97,2.1,False,US,False,0.288,enhanced,257,0.894,0.257,0,0,0.0,0,7,2,0,1,0,0,0,0,0,0
2022-10-19 10:20:43.468549+00:00,US,USD,CAD,Mobile,418.73,418.73,7.3,False,US,False,0.129,enhanced,367,0.939,0.176,0,0,0.0,0,10,2,0,0,0,0,0,0,0,0
2022-10-19 12:08:19.468549+00:00,US,USD,EUR,Mobile,462.29,462.29,7.94,False,UK,True,0.327,enhanced,367,0.939,0.176,0,0,0.0,0,12,2,0,0,0,0,0,0,0,0
2022-10-19 16:34:31.468549+00:00,US,USD,MXN,Atm,452.7,452.7,7.82,False,US,False,0.425,standard,263,0.522,0.223,0,0,0.2,0,16,2,0,0,0,0,0,0,0,0
2022-10-19 17:00:15.468549+00:00,CA,CAD,USD,Mobile,430.55,318.61,7.92,True,CA,False,0.277,standard,947,0.475,0.268,0,0,0.0,0,17,2,0,0,0,0,1,0,0,0
2022-10-19 19:50:34.468549+00:00,CA,CAD,PHP,Web,116.17,85.97,3.74,False,CA,False,0.057,standard,947,0.625,0.268,0,0,0.0,0,19,2,0,0,0,0,0,0,0,0
